CENSUS_YEAR;WARD;DWELLING_TYPE;DWELLING_TYPE_CODE;DWELLING_TYPE_DESCRIPTION;DWELLING_CNT;RESIDENT_CNT;OCPD_DWELLING_CNT;VACANT_DWELLING_CNT;OCPD_OWNERSHIP_CNT;RENOVATION_DWELLING_CNT;UNDER_CONST_DWELLING_CNT;INACTIVE_CNT;OTHER_PURPOSE_CNT
01/01/2010 12:00:00 AM;8;OTHER - RESIDENTIAL;10;Any residential structure that contains a dwelling unit which does not fit the other structure codes, e.g. shack, garage.;17;44;10;2;0;0;0;5;0
01/01/2010 12:00:00 AM;8;NURSING HOME, AUXILLARY HOSPITAL LODGE;11;A structure originally designed and built to contain one or more dwelling units which is designated as a nursing home, auxiliary hospital, care centre, lodge, etec. There are many seniors' residences being constructed that have suites with a bathroom and kitchenette containing a sink, bar fridge, microwave, etc. The suite must contain a full size fridge and stove to be considered as a separate dwelling unit. Otherwise, all suites included at one address and are part of this definition for lodges, care centres, or assisted living.;11;615;7;0;0;1;0;0;3
01/01/2010 12:00:00 AM;8;OTHER - INSTITUTIONS;12;A structure where multiple residents are temporarily living and where the cooking is centrally provided for and which is not prepared by the residents, e.g. hospice, jail, etc.;2;63;2;0;1;0;0;0;0
01/01/2010 12:00:00 AM;8;HOTELS, MOTELS  RESIDENCE;13;A structure that provides lodging.;23;427;14;7;0;0;0;1;1
01/01/2010 12:00:00 AM;9;SINGLE FAMILY HOME;1;A structure originally designed and built to contain a single dwelling unit.;17,819;41,852;17,037;512;13,795;117;66;33;54
01/01/2010 12:00:00 AM;9;DUPLEX;2;A structure originally designed and built to contain two dwelling units, either side-by-side, front-to-back or one above the other.;2,743;6,417;2,546;145;1,404;9;30;11;2
01/01/2010 12:00:00 AM;9;MULTI-PLEX;3;A structure originally designed and built to contain at least three dwelling units on one or two levels. The dwelling units share outside entrances.;33;51;24;6;5;0;3;0;0
01/01/2010 12:00:00 AM;9;APARTMENT;4;A structure originally designed and built to contain at least three dwelling units on three or more levels. The dwelling units share outside entrances.;8,399;11,890;7,553;511;2,245;37;245;16;37
01/01/2010 12:00:00 AM;9;TOWN HOUSE;5;A structure originally designed and built to contain three or more attached, or semi-attached dwelling units, each of which has a separate outside entrance.;3,222;6,527;3,040;122;1,944;10;4;35;11
01/01/2010 12:00:00 AM;9;MANUFACTURED HOME;6;A structure originally built to be movable whether it is now movable or on a permanent foundation. Include summer travel trailers only if used as a permanent residence.;475;718;415;28;388;0;0;31;1
01/01/2010 12:00:00 AM;9;CONVERTED STRUCTURE;7;The additional dwelling units in a structure that contains more units than the building was originally designed and built to contain.;2,440;2,724;1,772;369;97;41;3;246;9
01/01/2010 12:00:00 AM;9;COMMUNAL HOUSING;8;A structure that ontains one dwelling unit, which accommodates multiple individuals who have separate sleeping facilities but share common cooking and/or bathroom facilities.;4;26;3;1;0;0;0;0;0
01/01/2010 12:00:00 AM;9;RESIDENCE IN COMMERCIAL STRUCTURE;9;A structure that is primarily commercial but which also contains one or two dwelling units.;73;90;52;6;8;0;0;1;14
01/01/2010 12:00:00 AM;9;OTHER - RESIDENTIAL;10;Any residential structure that contains a dwelling unit which does not fit the other structure codes, e.g. shack, garage.;19;70;18;1;5;0;0;0;0
01/01/2010 12:00:00 AM;9;NURSING HOME, AUXILLARY HOSPITAL LODGE;11;A structure originally designed and built to contain one or more dwelling units which is designated as a nursing home, auxiliary hospital, care centre, lodge, etec. There are many seniors' residences being constructed that have suites with a bathroom and kitchenette containing a sink, bar fridge, microwave, etc. The suite must contain a full size fridge and stove to be considered as a separate dwelling unit. Otherwise, all suites included at one address and are part of this definition for lodges, care centres, or assisted living.;10;1,330;9;0;0;0;0;1;0
01/01/2010 12:00:00 AM;9;OTHER - INSTITUTIONS;12;A structure where multiple residents are temporarily living and where the cooking is centrally provided for and which is not prepared by the residents, e.g. hospice, jail, etc.;2;50;2;0;0;0;0;0;0
01/01/2010 12:00:00 AM;9;HOTELS, MOTELS  RESIDENCE;13;A structure that provides lodging.;17;558;10;5;0;0;0;2;0
01/01/2010 12:00:00 AM;10;SINGLE FAMILY HOME;1;A structure originally designed and built to contain a single dwelling unit.;15,797;45,225;15,244;457;12,177;52;8;27;9
01/01/2010 12:00:00 AM;10;DUPLEX;2;A structure originally designed and built to contain two dwelling units, either side-by-side, front-to-back or one above the other.;2,533;6,821;2,356;160;1,144;6;1;6;4
01/01/2010 12:00:00 AM;10;MULTI-PLEX;3;A structure originally designed and built to contain at least three dwelling units on one or two levels. The dwelling units share outside entrances.;53;92;42;6;6;0;5;0;0
01/01/2010 12:00:00 AM;10;APARTMENT;4;A structure originally designed and built to contain at least three dwelling units on three or more levels. The dwelling units share outside entrances.;3,143;5,025;2,831;305;808;3;0;0;4
01/01/2010 12:00:00 AM;10;TOWN HOUSE;5;A structure originally designed and built to contain three or more attached, or semi-attached dwelling units, each of which has a separate outside entrance.;4,131;10,626;3,764;332;1,552;32;1;0;2
01/01/2010 12:00:00 AM;10;MANUFACTURED HOME;6;A structure originally built to be movable whether it is now movable or on a permanent foundation. Include summer travel trailers only if used as a permanent residence.;1,038;1,965;993;42;867;0;0;3;0
01/01/2010 12:00:00 AM;10;CONVERTED STRUCTURE;7;The additional dwelling units in a structure that contains more units than the building was originally designed and built to contain.;2,486;3,257;1,716;415;147;24;0;329;2
01/01/2010 12:00:00 AM;10;RESIDENCE IN COMMERCIAL STRUCTURE;9;A structure that is primarily commercial but which also contains one or two dwelling units.;20;26;18;2;7;0;0;0;0
01/01/2010 12:00:00 AM;10;OTHER - RESIDENTIAL;10;Any residential structure that contains a dwelling unit which does not fit the other structure codes, e.g. shack, garage.;6;16;6;0;1;0;0;0;0
01/01/2010 12:00:00 AM;10;NURSING HOME, AUXILLARY HOSPITAL LODGE;11;A structure originally designed and built to contain one or more dwelling units which is designated as a nursing home, auxiliary hospital, care centre, lodge, etec. There are many seniors' residences being constructed that have suites with a bathroom and kitchenette containing a sink, bar fridge, microwave, etc. The suite must contain a full size fridge and stove to be considered as a separate dwelling unit. Otherwise, all suites included at one address and are part of this definition for lodges, care centres, or assisted living.;2;305;2;0;0;0;0;0;0
01/01/2010 12:00:00 AM;10;OTHER - INSTITUTIONS;12;A structure where multiple residents are temporarily living and where the cooking is centrally provided for and which is not prepared by the residents, e.g. hospice, jail, etc.;3;52;3;0;0;0;0;0;0
01/01/2010 12:00:00 AM;10;HOTELS, MOTELS  RESIDENCE;13;A structure that provides lodging.;4;36;3;1;1;0;0;0;0
01/01/2010 12:00:00 AM;11;SINGLE FAMILY HOME;1;A structure originally designed and built to contain a single dwelling unit.;17,786;45,842;17,188;358;15,411;118;79;31;12
01/01/2010 12:00:00 AM;11;DUPLEX;2;A structure originally designed and built to contain two dwelling units, either side-by-side, front-to-back or one above the other.;2,691;5,836;2,536;100;1,537;13;36;6;0
01/01/2010 12:00:00 AM;11;MULTI-PLEX;3;A structure originally designed and built to contain at least three dwelling units on one or two levels. The dwelling units share outside entrances.;238;410;229;9;35;0;0;0;0
01/01/2010 12:00:00 AM;11;APARTMENT;4;A structure originally designed and built to contain at least three dwelling units on three or more levels. The dwelling units share outside entrances.;9,519;13,006;8,430;558;2,762;137;338;29;27
01/01/2010 12:00:00 AM;11;TOWN HOUSE;5;A structure originally designed and built to contain three or more attached, or semi-attached dwelling units, each of which has a separate outside entrance.;5,052;10,255;4,839;181;3,210;13;13;2;4
01/01/2010 12:00:00 AM;11;CONVERTED STRUCTURE;7;The additional dwelling units in a structure that contains more units than the building was originally designed and built to contain.;754;947;583;117;27;8;2;41;3
01/01/2010 12:00:00 AM;11;COMMUNAL HOUSING;8;A structure that ontains one dwelling unit, which accommodates multiple individuals who have separate sleeping facilities but share common cooking and/or bathroom facilities.;1;5;1;0;0;0;0;0;0
01/01/2010 12:00:00 AM;11;RESIDENCE IN COMMERCIAL STRUCTURE;9;A structure that is primarily commercial but which also contains one or two dwelling units.;16;14;11;3;0;0;0;0;2
01/01/2010 12:00:00 AM;11;OTHER - RESIDENTIAL;10;Any residential structure that contains a dwelling unit which does not fit the other structure codes, e.g. shack, garage.;12;33;10;2;4;0;0;0;0
01/01/2010 12:00:00 AM;11;NURSING HOME, AUXILLARY HOSPITAL LODGE;11;A structure originally designed and built to contain one or more dwelling units which is designated as a nursing home, auxiliary hospital, care centre, lodge, etec. There are many seniors' residences being constructed that have suites with a bathroom and kitchenette containing a sink, bar fridge, microwave, etc. The suite must contain a full size fridge and stove to be considered as a separate dwelling unit. Otherwise, all suites included at one address and are part of this definition for lodges, care centres, or assisted living.;12;1,430;12;0;0;0;0;0;0
01/01/2010 12:00:00 AM;11;HOTELS, MOTELS  RESIDENCE;13;A structure that provides lodging.;6;40;5;1;0;0;0;0;0
01/01/2010 12:00:00 AM;12;SINGLE FAMILY HOME;1;A structure originally designed and built to contain a single dwelling unit.;20,756;58,687;19,368;321;17,995;16;941;14;96
01/01/2010 12:00:00 AM;12;DUPLEX;2;A structure originally designed and built to contain two dwelling units, either side-by-side, front-to-back or one above the other.;1,229;2,253;1,014;16;879;0;185;1;13
01/01/2010 12:00:00 AM;12;MULTI-PLEX;3;A structure originally designed and built to contain at least three dwelling units on one or two levels. The dwelling units share outside entrances.;13;34;13;0;5;0;0;0;0
01/01/2010 12:00:00 AM;12;APARTMENT;4;A structure originally designed and built to contain at least three dwelling units on three or more levels. The dwelling units share outside entrances.;1,446;2,252;1,349;70;994;0;19;0;8
01/01/2010 12:00:00 AM;12;TOWN HOUSE;5;A structure originally designed and built to contain three or more attached, or semi-attached dwelling units, each of which has a separate outside entrance.;2,046;3,805;1,876;67;1,397;1;85;4;13
01/01/2010 12:00:00 AM;12;MANUFACTURED HOME;6;A structure originally built to be movable whether it is now movable or on a permanent foundation. Include summer travel trailers only if used as a permanent residence.;6;9;4;2;2;0;0;0;0
01/01/2010 12:00:00 AM;12;CONVERTED STRUCTURE;7;The additional dwelling units in a structure that contains more units than the building was originally designed and built to contain.;18;30;15;1;0;0;0;1;1
01/01/2010 12:00:00 AM;12;OTHER - RESIDENTIAL;10;Any residential structure that contains a dwelling unit which does not fit the other structure codes, e.g. shack, garage.;70;82;58;10;2;0;0;1;1
01/01/2010 12:00:00 AM;12;NURSING HOME, AUXILLARY HOSPITAL LODGE;11;A structure originally designed and built to contain one or more dwelling units which is designated as a nursing home, auxiliary hospital, care centre, lodge, etec. There are many seniors' residences being constructed that have suites with a bathroom and kitchenette containing a sink, bar fridge, microwave, etc. The suite must contain a full size fridge and stove to be considered as a separate dwelling unit. Otherwise, all suites included at one address and are part of this definition for lodges, care centres, or assisted living.;2;286;2;0;0;0;0;0;0
01/01/2010 12:00:00 AM;12;HOTELS, MOTELS  RESIDENCE;13;A structure that provides lodging.;2;0;0;2;0;0;0;0;0
01/01/2010 12:00:00 AM;13;SINGLE FAMILY HOME;1;A structure originally designed and built to contain a single dwelling unit.;21,287;64,269;20,873;264;19,276;46;83;9;12
01/01/2010 12:00:00 AM;13;DUPLEX;2;A structure originally designed and built to contain two dwelling units, either side-by-side, front-to-back or one above the other.;1,183;2,545;1,138;25;949;1;18;0;1
01/01/2010 12:00:00 AM;13;MULTI-PLEX;3;A structure originally designed and built to contain at least three dwelling units on one or two levels. The dwelling units share outside entrances.;3;8;3;0;3;0;0;0;0
01/01/2010 12:00:00 AM;13;APARTMENT;4;A structure originally designed and built to contain at least three dwelling units on three or more levels. The dwelling units share outside entrances.;3,781;5,413;3,120;219;2,061;0;259;176;7
01/01/2010 12:00:00 AM;13;TOWN HOUSE;5;A structure originally designed and built to contain three or more attached, or semi-attached dwelling units, each of which has a separate outside entrance.;3,210;6,557;3,037;94;2,168;64;12;1;2
